"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
55,"2","Atypical Noisy","2025-08-05T18:37:03.748334Z",53,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15444.png",1.821,"2025-08-05T18:37:03.748347Z"
56,"2","Typical smooth","2025-08-05T18:37:06.307956Z",54,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15452.png",2.337,"2025-08-05T18:37:06.307979Z"
57,"2","Atypical incorrect","2025-08-05T18:37:11.576224Z",55,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15453.png",5.013,"2025-08-05T18:37:11.576245Z"
58,"2","Atypical incorrect","2025-08-05T18:37:13.232611Z",56,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15454.png",1.441,"2025-08-05T18:37:13.232625Z"
59,"2","Typical Noisy","2025-08-05T18:37:17.463335Z",57,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15455.png",3.939,"2025-08-05T18:37:17.463353Z"
60,"2","Atypical incorrect","2025-08-05T18:37:21.477727Z",58,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15456.png",3.803,"2025-08-05T18:37:21.477749Z"
61,"2","Typical Noisy","2025-08-05T18:37:24.200740Z",59,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15457.png",2.45,"2025-08-05T18:37:24.200759Z"
62,"2","Typical Noisy","2025-08-05T18:37:26.625765Z",60,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15458.png",2.139,"2025-08-05T18:37:26.625778Z"
63,"2","Typical Noisy","2025-08-05T18:37:28.529787Z",61,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15459.png",1.629,"2025-08-05T18:37:28.529804Z"
64,"2","Atypical Noisy","2025-08-05T18:37:32.340615Z",62,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15460.png",3.614,"2025-08-05T18:37:32.340637Z"
65,"2","Typical Noisy","2025-08-05T18:37:57.621735Z",63,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15461.png",25.014,"2025-08-05T18:37:57.621747Z"
66,"2","Typical Noisy","2025-08-05T18:37:59.292843Z",64,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15462.png",1.374,"2025-08-05T18:37:59.292867Z"
67,"2","Atypical incorrect","2025-08-05T18:38:03.060633Z",65,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15463.png",3.55,"2025-08-05T18:38:03.060646Z"
68,"2","Atypical incorrect","2025-08-05T18:38:04.860814Z",66,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15464.png",1.52,"2025-08-05T18:38:04.860827Z"
69,"2","Atypical incorrect","2025-08-05T18:38:08.855203Z",67,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15466.png",3.76,"2025-08-05T18:38:08.855225Z"
70,"2","Atypical incorrect","2025-08-05T18:38:10.496729Z",68,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15467.png",1.377,"2025-08-05T18:38:10.496749Z"
71,"2","Atypical incorrect","2025-08-05T18:38:12.776130Z",69,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15468.png",2.006,"2025-08-05T18:38:12.776150Z"
72,"2","Atypical incorrect","2025-08-05T18:38:14.406356Z",70,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15469.png",1.374,"2025-08-05T18:38:14.406374Z"
73,"2","Typical peaks","2025-08-05T18:38:17.308701Z",71,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15470.png",2.628,"2025-08-05T18:38:17.308717Z"
74,"2","Typical smooth","2025-08-05T18:38:19.440531Z",72,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15472.png",1.878,"2025-08-05T18:38:19.440546Z"
75,"2","Typical peaks","2025-08-05T18:38:22.873492Z",73,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15489.png",3.195,"2025-08-05T18:38:22.873512Z"
76,"2","Typical peaks","2025-08-05T18:38:24.396371Z",74,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15490.png",1.3,"2025-08-05T18:38:24.396392Z"
77,"2","Typical Noisy","2025-08-05T18:38:26.141689Z",75,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15491.png",1.488,"2025-08-05T18:38:26.141712Z"
78,"2","Typical Noisy","2025-08-05T18:38:27.509300Z",76,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15492.png",1.103,"2025-08-05T18:38:27.509310Z"
79,"2","Typical Noisy","2025-08-05T18:38:28.576746Z",77,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15493.png",0.86,"2025-08-05T18:38:28.576767Z"
80,"2","Typical Noisy","2025-08-05T18:38:29.612347Z",78,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15494.png",0.826,"2025-08-05T18:38:29.612359Z"
81,"2","Typical Noisy","2025-08-05T18:38:30.793320Z",79,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15495.png",0.875,"2025-08-05T18:38:30.793335Z"
82,"2","Typical Noisy","2025-08-05T18:38:33.622011Z",80,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15496.png",2.569,"2025-08-05T18:38:33.622031Z"
83,"2","Typical Noisy","2025-08-05T18:38:35.014549Z",81,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15497.png",1.179,"2025-08-05T18:38:35.014569Z"
84,"2","Typical Noisy","2025-08-05T18:38:43.511518Z",82,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15498.png",8.201,"2025-08-05T18:38:43.511530Z"
85,"2","Typical peaks","2025-08-05T18:38:45.234525Z",83,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15499.png",1.448,"2025-08-05T18:38:45.234536Z"
86,"2","Typical smooth","2025-08-05T18:38:46.808473Z",84,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15529.png",1.339,"2025-08-05T18:38:46.808487Z"
87,"2","Typical smooth","2025-08-05T18:38:48.544246Z",85,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15689.png",1.524,"2025-08-05T18:38:48.544261Z"
88,"2","Typical peaks","2025-08-05T18:38:50.657535Z",86,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15696.png",1.832,"2025-08-05T18:38:50.657552Z"
89,"2","Typical smooth","2025-08-05T18:38:53.025527Z",87,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15697.png",2.114,"2025-08-05T18:38:53.025549Z"
90,"2","Typical smooth","2025-08-05T18:38:54.338458Z",88,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15698.png",1.038,"2025-08-05T18:38:54.338478Z"
91,"2","Typical smooth","2025-08-05T18:38:55.645418Z",89,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15699.png",1.097,"2025-08-05T18:38:55.645433Z"
92,"2","Typical smooth","2025-08-05T18:39:12.004087Z",90,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15728.png",16.139,"2025-08-05T18:39:12.004106Z"
93,"2","Typical smooth","2025-08-05T18:39:22.293548Z",91,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15729.png",10.031,"2025-08-05T18:39:22.293564Z"
94,"2","Typical peaks","2025-08-05T18:39:23.823387Z",92,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15730.png",1.305,"2025-08-05T18:39:23.823407Z"
95,"2","Typical peaks","2025-08-05T18:39:25.177247Z",93,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15731.png",1.045,"2025-08-05T18:39:25.177260Z"
96,"2","Typical peaks","2025-08-05T18:39:27.227282Z",94,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15753.png",1.784,"2025-08-05T18:39:27.227305Z"
97,"2","Typical smooth","2025-08-05T18:39:29.227950Z",95,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15754.png",1.703,"2025-08-05T18:39:29.227973Z"
98,"2","Typical peaks","2025-08-05T18:39:30.692316Z",96,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15755.png",1.242,"2025-08-05T18:39:30.692331Z"
99,"2","Typical Noisy","2025-08-05T18:39:33.777072Z",97,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15756.png",2.768,"2025-08-05T18:39:33.777086Z"
100,"2","Typical smooth","2025-08-05T18:39:35.722225Z",98,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15767.png",1.725,"2025-08-05T18:39:35.722239Z"
101,"2","Typical smooth","2025-08-05T18:39:37.148092Z",99,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15768.png",1.16,"2025-08-05T18:39:37.148106Z"
102,"2","Typical Noisy","2025-08-05T18:39:38.554293Z",100,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15769.png",5.407,"2025-08-05T18:39:47.866604Z"
103,"2","Typical smooth","2025-08-05T18:39:56.258634Z",101,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15827.png",4.286,"2025-08-05T18:39:56.258649Z"
104,"2","Typical Noisy","2025-08-05T18:39:58.255034Z",102,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15898.png",1.768,"2025-08-05T18:39:58.255054Z"
105,"2","Typical smooth","2025-08-05T18:39:59.627686Z",103,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15931.png",1.105,"2025-08-05T18:39:59.627707Z"
106,"2","Typical smooth","2025-08-05T18:40:00.704519Z",104,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15932.png",0.822,"2025-08-05T18:40:00.704538Z"
107,"2","Typical smooth","2025-08-05T18:40:01.775283Z",105,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15933.png",0.81,"2025-08-05T18:40:01.775297Z"
108,"2","Typical smooth","2025-08-05T18:40:02.956846Z",106,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15934.png",0.915,"2025-08-05T18:40:02.956860Z"
109,"2","Typical smooth","2025-08-05T18:40:04.243932Z",107,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15935.png",0.98,"2025-08-05T18:40:04.243953Z"
110,"2","Typical smooth","2025-08-05T18:40:05.457288Z",108,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15939.png",0.988,"2025-08-05T18:40:05.457302Z"
111,"2","Typical smooth","2025-08-05T18:40:06.634773Z",109,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15940.png",0.909,"2025-08-05T18:40:06.634801Z"
112,"2","Typical smooth","2025-08-05T18:40:07.848727Z",110,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15941.png",0.995,"2025-08-05T18:40:07.848746Z"
113,"2","Typical smooth","2025-08-05T18:40:08.953811Z",111,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15942.png",0.836,"2025-08-05T18:40:08.953835Z"
114,"2","Typical smooth","2025-08-05T18:40:10.489607Z",112,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15943.png",1.272,"2025-08-05T18:40:10.489619Z"
115,"2","Typical Noisy","2025-08-05T18:40:12.723959Z",113,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15944.png",2.01,"2025-08-05T18:40:12.723972Z"
116,"2","Typical Noisy","2025-08-05T18:40:13.872218Z",114,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15945.png",0.885,"2025-08-05T18:40:13.872239Z"
117,"2","Typical smooth","2025-08-05T18:40:15.231110Z",115,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15946.png",0.97,"2025-08-05T18:40:15.231130Z"
118,"2","Typical smooth","2025-08-05T18:40:17.252391Z",116,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15952.png",1.742,"2025-08-05T18:40:17.252411Z"
119,"2","Atypical incorrect","2025-08-05T18:40:20.190467Z",117,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15963.png",2.672,"2025-08-05T18:40:20.190495Z"
120,"2","Atypical incorrect","2025-08-05T18:40:21.806905Z",118,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15964.png",1.387,"2025-08-05T18:40:21.806927Z"
121,"2","Atypical Noisy","2025-08-05T18:40:25.654614Z",119,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15965.png",3.625,"2025-08-05T18:40:25.654635Z"
122,"2","Typical smooth","2025-08-05T18:40:27.426371Z",120,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15966.png",1.493,"2025-08-05T18:40:27.426383Z"
123,"2","Typical smooth","2025-08-05T18:40:29.105290Z",121,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15967.png",1.394,"2025-08-05T18:40:29.105312Z"
124,"2","Typical smooth","2025-08-05T18:40:30.208768Z",122,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15968.png",0.865,"2025-08-05T18:40:30.208786Z"
125,"2","Typical smooth","2025-08-05T18:40:31.392225Z",123,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15969.png",0.952,"2025-08-05T18:40:31.392239Z"
126,"2","Typical smooth","2025-08-05T18:40:32.408653Z",124,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15970.png",0.788,"2025-08-05T18:40:32.408669Z"
127,"2","Typical smooth","2025-08-05T18:40:33.324349Z",125,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15982.png",0.679,"2025-08-05T18:40:33.324364Z"
128,"2","Typical smooth","2025-08-05T18:40:34.245036Z",126,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15983.png",0.683,"2025-08-05T18:40:34.245055Z"
129,"2","Atypical incorrect","2025-08-05T18:40:36.837697Z",127,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15985.png",2.365,"2025-08-05T18:40:36.837712Z"
130,"2","Atypical other","2025-08-05T18:40:39.085933Z",128,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-15986.png",2.012,"2025-08-05T18:40:39.085959Z"
131,"2","Atypical other","2025-08-05T18:40:47.858028Z",129,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16001.png",8.543,"2025-08-05T18:40:47.858052Z"
132,"2","Atypical incorrect","2025-08-05T18:40:51.252447Z",130,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16002.png",3.163,"2025-08-05T18:40:51.252476Z"
133,"2","Typical smooth","2025-08-05T18:40:53.803176Z",131,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16004.png",2.277,"2025-08-05T18:40:53.803199Z"
134,"2","Typical peaks","2025-08-05T18:40:57.747016Z",132,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16005.png",3.71,"2025-08-05T18:40:57.747036Z"
135,"2","Typical smooth","2025-08-05T18:40:59.374893Z",133,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16017.png",1.346,"2025-08-05T18:40:59.374909Z"
136,"2","Typical smooth","2025-08-05T18:41:01.805371Z",134,"/data/local-files/?d=Users/jturner/PycharmProjects/fscurvedl/dataprepscripts/fscplots/EMD-16024.png",2.205,"2025-08-05T18:41:01.805394Z"
